"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"4576","red","green","red","green","green","green","green","red","red","green"
"4577","green","green","green","green","green","green","red","red","red","red"
"4578","green","green","red","red","red","red","red","red","green","red"
"4579","green","green","red","red","red","red","green","green","red","red"
"4580","green","red","green","green","green","green","green","green","green","red"
"4581","red","green","red","red","green","green","green","red","red","red"
"4582","green","red","red","red","red","green","red","green","green","green"
"4583","green","green","green","red","green","green","green","red","red","green"
"4584","green","red","green","red","red","red","red","red","red","red"
"4585","red","red","green","green","green","green","green","green","green","green"
"4586","red","green","red","green","red","red","red","green","red","green"
"4587","green","green","red","red","red","red","green","red","green","green"
"4588","red","red","green","green","green","green","green","green","red","green"
"4589","red","red","green","green","green","green","green","green","green","green"
"4590","green","green","green","green","green","green","green","red","green","red"
"4591","green","green","green","green","red","red","red","red","green","red"
"4592","green","green","red","green","green","green","green","green","green","red"
